array_path,enum_table,value,occurrence_count
510k.openfda.fei_number,510k_openfda_fei_number,1000118065,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118068,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118260,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118360,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118364,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118382,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118407,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118429,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118544,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118602,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118610,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118628,-
510k.openfda.fei_number,510k_openfda_fei_number,1000118715,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119053,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119187,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119188,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119228,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119270,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119305,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119345,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119368,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119582,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119616,-
510k.openfda.fei_number,510k_openfda_fei_number,1000119795,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120230,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120244,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120295,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120301,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120304,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120314,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120319,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120505,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120548,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120555,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120560,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120578,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120597,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120613,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120733,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120743,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120767,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120768,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120772,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120774,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120776,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120804,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120805,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120897,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120904,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120912,-
510k.openfda.fei_number,510k_openfda_fei_number,1000120916,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121039,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121041,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121050,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121056,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121057,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121058,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121059,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121071,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121130,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121196,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121258,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121259,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121280,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121298,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121324,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121332,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121354,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121355,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121370,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121375,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121384,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121428,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121431,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121475,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121497,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121498,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121500,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121549,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121617,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121639,-
510k.openfda.fei_number,510k_openfda_fei_number,1000121709,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122044,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122089,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122189,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122204,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122242,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122243,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122268,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122327,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122339,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122362,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122497,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122527,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122536,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122656,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122747,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122772,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122786,-
510k.openfda.fei_number,510k_openfda_fei_number,1000122810,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123102,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123143,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123180,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123221,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123222,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123280,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123297,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123308,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123404,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123428,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123441,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123463,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123509,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123590,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123591,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123689,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123765,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123812,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123817,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123848,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123971,-
510k.openfda.fei_number,510k_openfda_fei_number,1000123978,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124057,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124109,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124207,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124212,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124215,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124352,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124817,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124868,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124869,-
510k.openfda.fei_number,510k_openfda_fei_number,1000124971,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125025,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125051,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125122,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125147,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125174,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125183,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125186,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125215,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125241,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125255,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125279,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125341,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125358,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125378,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125440,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125536,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125596,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125598,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125602,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125727,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125732,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125771,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125787,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125797,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125917,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125930,-
510k.openfda.fei_number,510k_openfda_fei_number,1000125955,-
510k.openfda.fei_number,510k_openfda_fei_number,1000126034,-
510k.openfda.fei_number,510k_openfda_fei_number,1000126037,-
510k.openfda.fei_number,510k_openfda_fei_number,1000126561,-
510k.openfda.fei_number,510k_openfda_fei_number,1000126788,-
510k.openfda.fei_number,510k_openfda_fei_number,1000126901,-
510k.openfda.fei_number,510k_openfda_fei_number,1000126925,-
510k.openfda.fei_number,510k_openfda_fei_number,1000127001,-
510k.openfda.fei_number,510k_openfda_fei_number,1000127002,-
510k.openfda.fei_number,510k_openfda_fei_number,1000127185,-
510k.openfda.fei_number,510k_openfda_fei_number,1000128562,-
510k.openfda.fei_number,510k_openfda_fei_number,1000128942,-
510k.openfda.fei_number,510k_openfda_fei_number,1000129707,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132035,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132037,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132046,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132079,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132261,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132322,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132370,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132435,-
510k.openfda.fei_number,510k_openfda_fei_number,1000132436,-
510k.openfda.fei_number,510k_openfda_fei_number,1000133289,-
510k.openfda.fei_number,510k_openfda_fei_number,1000134386,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135102,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135253,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135335,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135560,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135565,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135614,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135616,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135620,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135740,-
510k.openfda.fei_number,510k_openfda_fei_number,1000135935,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136003,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136007,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136042,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136191,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136196,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136230,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136245,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136269,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136371,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136393,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136409,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136418,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136451,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136478,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136492,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136533,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136543,-
510k.openfda.fei_number,510k_openfda_fei_number,1000136573,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137415,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137514,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137528,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137563,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137654,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137655,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137656,-
510k.openfda.fei_number,510k_openfda_fei_number,1000137876,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138054,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138247,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138339,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138377,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138378,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138386,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138417,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138447,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138491,-
510k.openfda.fei_number,510k_openfda_fei_number,1000138982,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139591,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139754,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139790,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139804,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139815,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139824,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139864,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139867,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139922,-
510k.openfda.fei_number,510k_openfda_fei_number,1000139987,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140026,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140327,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140363,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140384,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140444,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140463,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140469,-
510k.openfda.fei_number,510k_openfda_fei_number,1000140478,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142646,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142648,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142653,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142667,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142697,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142899,-
510k.openfda.fei_number,510k_openfda_fei_number,1000142942,-
510k.openfda.fei_number,510k_openfda_fei_number,1000143447,-
510k.openfda.fei_number,510k_openfda_fei_number,1000143485,-
510k.openfda.fei_number,510k_openfda_fei_number,1000143502,-
510k.openfda.fei_number,510k_openfda_fei_number,1000143606,-
510k.openfda.fei_number,510k_openfda_fei_number,1000143830,-
510k.openfda.fei_number,510k_openfda_fei_number,1000143837,-
510k.openfda.fei_number,510k_openfda_fei_number,1000147357,-
510k.openfda.fei_number,510k_openfda_fei_number,1000148471,-
510k.openfda.fei_number,510k_openfda_fei_number,1000148701,-
510k.openfda.fei_number,510k_openfda_fei_number,1000149600,-
510k.openfda.fei_number,510k_openfda_fei_number,1000149660,-
510k.openfda.fei_number,510k_openfda_fei_number,1000150534,-
510k.openfda.fei_number,510k_openfda_fei_number,1000150986,-
510k.openfda.fei_number,510k_openfda_fei_number,1000151124,-
510k.openfda.fei_number,510k_openfda_fei_number,1000151187,-
510k.openfda.fei_number,510k_openfda_fei_number,1000153304,-
510k.openfda.fei_number,510k_openfda_fei_number,1000154563,-
510k.openfda.fei_number,510k_openfda_fei_number,1000154583,-
510k.openfda.fei_number,510k_openfda_fei_number,1000158117,-
510k.openfda.fei_number,510k_openfda_fei_number,1000158431,-
510k.openfda.fei_number,510k_openfda_fei_number,1000158435,-
510k.openfda.fei_number,510k_openfda_fei_number,1000158532,-
510k.openfda.fei_number,510k_openfda_fei_number,1000158594,-
510k.openfda.fei_number,510k_openfda_fei_number,1000158674,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159144,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159368,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159372,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159388,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159424,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159880,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159898,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159913,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159990,-
510k.openfda.fei_number,510k_openfda_fei_number,1000159999,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160007,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160162,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160215,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160256,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160293,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160324,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160359,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160371,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160375,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160378,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160387,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160424,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160458,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160570,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160571,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160574,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160576,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160583,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160607,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160630,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160732,-
510k.openfda.fei_number,510k_openfda_fei_number,1000160800,-
510k.openfda.fei_number,510k_openfda_fei_number,1000161143,-
510k.openfda.fei_number,510k_openfda_fei_number,1000161196,-
510k.openfda.fei_number,510k_openfda_fei_number,1000161215,-
510k.openfda.fei_number,510k_openfda_fei_number,1000161291,-
