table_name,field_name,original_path,is_array,occurrence_count,occurrence_percent,sample_value,data_type
udi_gmdn_terms,implantable,udi.gmdn_terms[0].implantable,No,436508,100.0%,false,BOOLEAN
udi_gmdn_terms,code_status,udi.gmdn_terms[0].code_status,No,436508,100.0%,Active,TEXT
udi_sterilization,is_sterile,udi.sterilization.is_sterile,No,436506,100.0%,false,BOOLEAN
udi_sterilization,is_sterilization_prior_use,udi.sterilization.is_sterilization_prior_use,No,436505,100.0%,false,BOOLEAN
udi_sterilization,sterilization_methods,udi.sterilization.sterilization_methods,No,167365,38.3%,Moist Heat or Steam Sterilization,VARCHAR(128)
udi_product_codes,code,udi.product_codes[0].code,No,433519,99.3%,LZA,TEXT
udi_product_codes,name,udi.product_codes[0].name,No,433519,99.3%,Polymer Patient Examination Glove,TEXT
udi_product_codes,openfda,udi.product_codes[0].openfda,No,433519,99.3%,[Object] 示例键'device_name': 'Polymer Patient Examination Glove',TEXT
udi_product_codes,device_name,udi.product_codes[0].openfda.device_name,No,433501,99.3%,Polymer Patient Examination Glove,TEXT
udi_product_codes,medical_specialty_description,udi.product_codes[0].openfda.medical_specialty_description,No,433501,99.3%,General Hospital,TEXT
udi_product_codes,regulation_number,udi.product_codes[0].openfda.regulation_number,No,433501,99.3%,880.6250,VARCHAR(128)
udi_product_codes,device_class,udi.product_codes[0].openfda.device_class,No,433501,99.3%,1,VARCHAR(128)
udi_customer_contacts,phone,udi.customer_contacts[0].phone,No,256390,58.7%,+3228808220,VARCHAR(128)
udi_customer_contacts,email,udi.customer_contacts[0].email,No,256390,58.7%,helpdesk@sasmar.com,VARCHAR(128)
udi_customer_contacts,ext,udi.customer_contacts[0].ext,No,11068,2.5%,204,VARCHAR(128)
udi_premarket_submissions,submission_number,udi.premarket_submissions[0].submission_number,No,139219,31.9%,K131084,VARCHAR(128)
udi_premarket_submissions,supplement_number,udi.premarket_submissions[0].supplement_number,No,139219,31.9%,000,VARCHAR(128)
udi_device_sizes,type,udi.device_sizes[0].type,No,86998,19.9%,Outer Diameter,VARCHAR(128)
udi_device_sizes,unit,udi.device_sizes[0].unit,No,50336,11.5%,Millimeter,VARCHAR(128)
udi_device_sizes,value,udi.device_sizes[0].value,No,50335,11.5%,2.4,"DECIMAL(12,2)"
udi_device_sizes,text,udi.device_sizes[0].text,No,36569,8.4%,Size: Large,TEXT
udi_storage,type,udi.storage[0].type,No,61924,14.2%,"Special Storage Condition, Specify",VARCHAR(128)
udi_storage,high,udi.storage[0].high,No,45754,10.5%,[Object] 示例键'unit': 'Degrees Celsius',TEXT
udi_storage,low,udi.storage[0].low,No,40247,9.2%,[Object] 示例键'unit': 'Degrees Celsius',TEXT
udi_storage,special_conditions,udi.storage[0].special_conditions,No,15665,3.6%,"Store in a clean, dry place",TEXT
udi_storage,unit,udi.storage[0].high.unit,No,45754,10.5%,Degrees Celsius,VARCHAR(128)
udi_storage,value,udi.storage[0].high.value,No,45707,10.5%,30,VARCHAR(128)
udi_sterilization_sterilization_methods,sterilization_methods,udi.sterilization.sterilization_methods[],Yes,3441,0.8%,Radiation Sterilization,VARCHAR(128)
